name,infrastructure_type,latitude,longitude
Nivedha Hospital,hospital,11.1363299,79.0724867
Kandamalai Hospital,hospital,11.06188,78.139324
MM Hospital,hospital,11.14653,79.071626
Vagai Government Hospital,hospital,11.1443519,77.1325092
Akila Hospital,hospital,11.0766996,77.8849172
"Hem Hospital- Thudiaylur, Coimbatore",hospital,11.0757442,76.9424139
Government Hospital Kabilarmalai,hospital,11.14198,77.948375
K. J. HOSPITAL,hospital,11.0726166,79.557717
Padalur Government Hospital,hospital,11.0866241,78.8323535
Sree Saran Medical Centre,hospital,11.1488,77.346725
"Governmemt Hospital, Somanur",hospital,11.0839439,77.189266
"Government Hospital, Kodumudi",hospital,11.0818941,77.8843873
"Government Hospital, Sivagiri",hospital,11.1281041,77.7893311
"Rams Hospital, Tiruppur",hospital,11.1169009,77.3329355
Tirupur TSK Government Hospital,hospital,11.1150948,77.3344919
"Sankara Hospital , Tiruppur",hospital,11.0996262,77.3440224
"Niranjana Hospital Anupparpalayam,Tiruppur",hospital,11.1363086,77.3200071
"Harini Shravan, Coimbatore",hospital,11.0703318,77.0005452
"Tirupanandal, Government Hospital",hospital,11.0907399,79.4527891
"Royal Care Hospital, Coimbatore",hospital,11.059106,77.0893479
Governement Hospital - Omandur,hospital,11.0333293,78.672236
Saravana Hospital,hospital,11.0759985,77.8853959
Ramana Gounder Medical Trust Hospital,hospital,11.0753938,76.939234
"Government Hospital, Mayiladuthurai",hospital,11.10171,79.647058
"Bishop Walsh Memorial Hospital, Coimbatore",hospital,11.07251,76.871537
Malar Hpl Goundanpalayam,hospital,11.0437293,76.9475494
Sai Hospital,hospital,11.0904781,76.9383967
"Tiruppur, Government Hospital",hospital,11.083827,77.3634797
Pavithra Medical Centre,hospital,11.08088,76.869337
Kvs Hospital,hospital,11.12635,79.089538
"V.R.Hospital, Coimbatore",hospital,11.05642,77.001972
"Government Hospital, Mohanur",hospital,11.0556427,78.1399331
Dr V Muthu Ram Bone And Joint Hospital,hospital,11.0994279,79.653919
KMS Hospital,hospital,11.1363839,79.0707702
"Sri Ganapathy Hospital, Tiruppur",hospital,11.0985596,77.3552181
Krishna Hospital,hospital,11.0981404,79.6530926
Madhana Hospital,hospital,11.10372,79.64827
"Government Hospital, Ariyalur",hospital,11.1426837,79.0697679
"Government Hospital, Velauthapalayam",hospital,11.0729521,78.0023123
"Government Hospital, Kuthalam",hospital,11.0723371,79.5592353
Sree Subiksha Hospital,hospital,11.0287,76.897449
Vimal Jothi Hospital,hospital,11.0892,77.008366
"Government Hospital, Alampatti",hospital,11.0808572,78.2233044
"Government Hospital, Valayapatty",hospital,11.1212591,78.2315962
"Sangavi Hospital, Mannarai, Tiruppur",hospital,11.1199706,77.3705215
Guhan Hospital,hospital,11.0990485,79.6532549
Meenakshi Hospital - Tiruppur,hospital,11.07082,77.369519
"Sampath Hospital ,S.S.Kulam",hospital,11.1339,77.034088
"Government Hospital, Kodavasl",hospital,10.86329,79.478602
"Government Hospital, D.Gudulore",hospital,10.79139,78.128273
Nachiyarkovil Government Hospital,hospital,10.9198631,79.4436102
Panjapatti Government Hospital,hospital,10.83121,78.310053
S. P. Hospital,hospital,10.955683,79.3917023
"Ambal Malumichampatty, Coimbatore",hospital,10.90265,76.997586
Dr. Jayanthi Hospital,hospital,10.9531613,78.4438447
Sana Hospital,hospital,10.82071,78.6793343
"Government Hospital, Valangaiman",hospital,10.8882215,79.3943266
Goverment Hospital Kannaivadi,hospital,10.81681,77.78443
Pullambadi Government Hospital,hospital,10.949095,78.911099
"Varthini Hospital,Thiruvaiyaru",hospital,10.8829871,79.1047595
Vellakoil Government Hospital,hospital,10.9410661,77.7110372
Seesha - Karunya Rural Community Hospital,hospital,10.9385845,76.7416507
"Government Hospital, Krishnarayapuram",hospital,10.9318884,78.2739118
"Govt, community Health Center, Melattur",hospital,10.8581061,79.2411564
"Government Hospital, Ammapet",hospital,10.792407,79.3188126
Aditi Hospital,hospital,10.7898308,78.6968401
Prakash Hospital,hospital,10.85157,77.846321
Kamatchi Hospital,hospital,10.9069,78.698906
"Government Hospital, Madukkarai",hospital,10.9037986,76.9635381
Jeyam Multispeciality Hospital,hospital,10.8290124,78.6861656
Chennai Medical College and Hospital,hospital,10.9545278,78.7552009
"Government Hospital, Alangudi",hospital,10.827585,79.4051244
"KG Hospital, Vellakoil",hospital,10.9511,77.714116
Parvathi Hospital,hospital,10.7767417,79.6289084
"Viswanathapuri,Government Hospital",hospital,10.94979,78.014372
Kauvery Hospital,hospital,10.8167432,78.6810429
"Government Hospital, Musiri",hospital,10.94968,78.44495
ABS Hospital,hospital,10.94315,78.089194
"Government General Taluk Hospital, Nannilam",hospital,10.87913,79.611294
Sundaram Hospital,hospital,10.8138963,78.6775833
"Government Hospital, Chinadarapuram",hospital,10.8594445,77.8485824
Papanasam Government Hospital,hospital,10.9257241,79.263336
Natraj Hospital,hospital,10.9042796,76.9586654
"I.J.Hospital, Kuniayamuthur, Coimbatore",hospital,10.95365,76.955989
Arun Medical Centre,hospital,10.77695,79.636706
"Government Hospital, Kinathukadavu",hospital,10.82107,77.017406
Shre Venkteswar Hospital,hospital,10.77581,79.628467
"Government Hospital, Thayampalayam",hospital,10.88012,77.487323
Rmc Rathna Medical Uro & Ivf Centre,hospital,10.8140735,78.6697124
S.S Hospital,hospital,10.9434493,78.0900762
"Government Hospital, Koduvai",hospital,10.9421891,77.438567
Mahatma Gandhi Memorial Government Hospital,hospital,10.8114583,78.6776904
Pankajam Hospital,hospital,10.85646,78.692248
"Government Hospital, Enamkiliyur",hospital,10.92104,79.317539
"Government Hospital, Kodangipatti",hospital,10.91425,78.078034
S.R. Hospital,hospital,10.78088,79.131936
Sri Venkateswara Kinnathukadavu,hospital,10.8241085,77.0191884
"Government Hospital, Murukkangudi",hospital,10.9509307,79.4498618
Thiruvarur Medical College Hospital,hospital,10.7759131,79.6025845
Sakthi Hospital,hospital,10.8824,78.819608
Government Hospital Kabisthalam,hospital,10.9423383,79.2510765
Thirumanur Goverment Hospital,hospital,10.93768,79.098546
Srivanchiyam Goverment hospital,hospital,10.87047,79.573884
K. A. P. Viswanathan Government Medical College Hospital,hospital,10.79729,78.678497
Thirukattupalli Government hospital,hospital,10.8488396,78.9550998
"Government Hospital, Manachanalur",hospital,10.9152259,78.7013631
"Abirami Hospital, Coimbatore",hospital,10.95254,76.973201
Sirumayankudi Government Hospital,hospital,10.8938222,78.8603617
"Ganapathy Pc Sundarapuram,",hospital,10.9521673,76.9758815
Nagore Government Hospital,hospital,10.81877,79.838577
Meeramohan Hospital,hospital,10.9504,78.44263
"Government Hospital, Lalgudi",hospital,10.87905,78.818491
Thirumarugal Government Hospital,hospital,10.8712001,79.7447057
Government Hospital Thiruvidachery,hospital,10.8706705,79.5296812
Ponnaiah Hospital,hospital,11.0108047,76.9530054
"Rani Nursing Home, Selvapuram, Coimbatore",hospital,10.9871756,76.9392029
"Shree Hospital, Puliakulam, Coimbatore",hospital,11.0064832,76.9914482
"Sri Meenakshi Hospital, Kuniamuthur",hospital,10.9567349,76.9544328
Shanmuga Hospital Rs Puram,hospital,11.0029,76.948869
"Government Hospital, Sulur",hospital,11.0247544,77.1228621
Singanallur Government Hospital,hospital,11.0011,77.033733
Podanur Government Hospital,hospital,10.9664096,76.9870623
"Jeevan Clinic and Hospital, Coimbatore",hospital,11.019947,76.9670891
"Medwin Hospital, Coimbatore",hospital,10.9972946,77.0051728
Palladam Government Hospital,hospital,10.9962561,77.2803585
G.C Hospital,hospital,10.96227,78.0776757
Sudha Hospital,hospital,11.0168278,76.9758131
"I.C.C Hospital For Women & Children, Coimbatore",hospital,10.9958251,76.9634777
Government Hospital Kariyamanickam,hospital,11.0110261,78.7293654
"SIBI Hospital, Vellakoil",hospital,10.9569141,77.7160216
Abirami Maternity Centre,hospital,10.9559564,78.0809939
Poraiyar Government Hospital,hospital,11.02416,79.83812
"Government Hospital, Kuruchi",hospital,10.9638671,76.97122
"Peoples Medical Centre, Coimbatore",hospital,11.0217448,77.0603524
"VGM Hospital, Coimbatore",hospital,10.99819,77.014447
Meenakshi maternity & woman care Hospital,hospital,10.9634371,79.3927855
"Sanjeevi Hospital, Palladam",hospital,10.9963103,77.2800924
"Abishek Ortho Center, Karur",hospital,10.9624485,78.059568
Thiruvidaimaruthur Government Hospital,hospital,10.99508,79.449809
"Government Medical College Hospital, Karur",hospital,10.9615927,78.080414
"Goverment Hospital, Aduthurai",hospital,11.014098,79.4839559
Government Hospital Kanakiliyanallur,hospital,10.9921,78.880442
Apollo Hospital,hospital,10.96044,78.064468
Iniya Hospital,hospital,10.96042,79.388125
"Roselet Medical Centre,Coimbatore",hospital,11.01005,77.008874
"Government Hospital, Thottiyam",hospital,10.98388,78.338648
"Sabari Hospital, Coimbatore",hospital,11.0254441,76.939724
Raksha Medical Centre,hospital,10.95665,76.987019
"Dr.Manoharan Hospital, Thadagam, Coimbatore",hospital,11.0067511,76.9452484
"Sengottaiah Hospital, Coimbatore",hospital,11.0225148,76.9601579
"Sangeetha Hospital, Kuniyamuthur",hospital,10.9641042,76.9562562
"Seetharam Hospital, Coimbatore",hospital,10.99941,76.948495
Preethi Medical Centre,hospital,11.0208486,76.9649585
ERS Hospital,hospital,10.9632134,78.0755593
"Ishaiah Hospital, Coimbatore",hospital,11.0154329,76.9779193
Balaji Hospital,hospital,10.9936939,77.2849449
Manu Hospital- Coimbatore,hospital,10.99147,76.976787
Arvind hospital - Kangayam,hospital,11.0092458,77.5569869
Ammaiyappa Hospital,hospital,10.95901,78.072469
Saraswathi Hospital,hospital,11.0069868,77.071368
Akshaya Maternity Center,hospital,11.02567,76.902176
Coimbatore Corporation Maternity Centre,hospital,11.0068267,76.9668812
Dr.Agarwals Eye Hospital,hospital,10.968886,79.3973877
"Muniyappa Hospital, Coimbatore",hospital,11.0060689,76.9527967
"Rajalakshmi Hospital, Coimbatore",hospital,11.0044176,76.9503459
Sivashantha Mother & Child Health Centre,hospital,11.0231222,76.9136781
"Vela Hospital, Singanallur, Coimbatore",hospital,11.0017873,77.0300545
"Guru Kirupa Hospital, Pn Palayam, Coimbatore",hospital,10.9995252,76.9511992
Sathyan Eye Care Hospital & Coimbatore Glaucoma Foundation,hospital,10.9980405,77.0009615
Ponni Hospital - Palladam,hospital,10.9965327,77.2758865
St. Mary's Hospital,hospital,10.9626641,76.98594
"Thondamuthur, Government Hospital",hospital,10.9917607,76.8421063
"Revathi Hospital, Selvapuram",hospital,10.9882483,76.9400963
Ram's N.R. Hospital,hospital,10.9577657,79.3903385
Nehru Urology Centre,hospital,11.0248525,76.9943296
ESI Kumbakonam,hospital,10.96921,79.385631
"Om Sakthi Hospital, Coimbatore",hospital,11.00282,76.988996
"Government Hospital, Kumbakonam",hospital,10.9686765,79.386243
Priyanka Hospital,hospital,10.9633717,78.078259
Sri Bala Medical Centre Hospital,hospital,10.9967187,76.9954568
St. Anne's Hospital,hospital,10.9627796,79.3885972
Santhiya Hospital,hospital,10.9950877,76.9746602
Government Hospital Karadivavi,hospital,10.961828,77.1943977
G.V Hospital,hospital,10.9607995,78.0773831
Samyuktaa Maternity Hospital,hospital,12.9174209,80.0801055
"Goverment Hospital, Avaloor",hospital,12.7847085,79.8034304
Poigai Government Hospital,hospital,12.9153169,79.0567052
ESI Krishnagiri,hospital,12.7570375,77.7990046
Government Hospital Valayathur,hospital,12.7524375,79.3231948
Christhudass Hospital,hospital,12.8515647,80.0666869
Vanavil Medical Centre,hospital,12.7988384,80.0239066
"Varshini Hospital, Vellore",hospital,12.9059984,79.1355217
APJ Hospital,hospital,12.7947227,79.8162415
Arun Hospital,hospital,12.9030309,79.1334705
Pasumathur Government Hospital,hospital,12.9314139,78.9425135
K.R. Hospital,hospital,12.842395,80.0576052
Government Pentland Hospital,hospital,12.9156633,79.1346498
"Mummy Hospital, Vellore",hospital,12.91051,79.131432
Vellore District Headquarters Hospital,hospital,12.92618,79.356932
Tagore Medical College Hospital,hospital,12.8601332,80.1358744
"Fathima Hospital, Arcot",hospital,12.90728,79.321982
Vellore Medical College And Hospital,hospital,12.8441327,79.1366903
Panapakkam Government Hospital,hospital,12.92373,79.5692632
Vembakkam Government Hospital,hospital,12.7876147,79.5866845
Rafeeq Hospital,hospital,12.78308,78.71726
Life Care Hospital,hospital,12.8339602,79.7112432
"Dinesh Hospital, Vellore",hospital,12.872987,79.133123
Senthil Maternity Centre,hospital,12.8240725,79.7027152
Janani Hospital,hospital,12.7520976,77.8031203
Venkatasamuthiram Government Hospital,hospital,12.796293,78.6894225
"Ponnambalam Hospital, Arcot",hospital,12.9054186,79.3266847
Apollo KH Hospital,hospital,12.92235,79.275025
BMS Multi-speciality Hospital,hospital,12.7483681,77.8063928
Rajeswari Hospital,hospital,12.9220358,79.3297935
Shri Isari Velan Hospital,hospital,12.846693,80.1972613
"Government Hospital, Athimugam",hospital,12.75279,77.981798
Krishna Medical Centre,hospital,12.74089,77.825359
Government Hospital Ambur,hospital,12.78666,78.716907
Arcot Govt Hospital,hospital,12.9039497,79.3333331
Emmess Women Care Centre,hospital,12.8352114,79.7106784
Government Hospital Kalavai,hospital,12.7695119,79.4121212
"Government Hospital, Kancheepuram",hospital,12.83311,79.710257
Vn Allergy & Asthma Research Centre,hospital,12.9275229,80.1125421
Sakthi Hospital,hospital,12.76057,80.002486
Suraj Hospital,hospital,12.9107782,80.1967559
"Sri Narayani Hospital & Research Centre, Ariyur",hospital,12.8704789,79.0900539
Bethesda Medical Mission Hospital,hospital,12.92622,80.102998
Dr. Santhakumari Hospital,hospital,12.908625,79.1255813
Walajapet Government Hospital,hospital,12.924747,79.3576004
"Government Hospital, Hosur",hospital,12.79191,77.805507
Lakshmi Hospital,hospital,12.838737,79.7020262
"Government Hospital, Sendurai",hospital,11.2533333,79.1798992
Devi Hospital,hospital,11.243089,78.8936535
Niranjan Hospital,hospital,11.24049,78.864306
Kumar Hospital,hospital,11.2399772,79.7346939
"Government Hospital, Perundurai",hospital,11.2760337,77.5874483
Ganesh Hospital,hospital,11.3558742,77.3204667
Seera Hospital,hospital,11.2383167,79.7373347
Manjoor Government Hospital,hospital,11.2681786,76.6406051
Sowmiya Hospital,hospital,11.2377363,76.9652218
Veerappanchataram Government Hospital,hospital,11.34858,77.713203
SG MET Hospital,hospital,11.34467,77.720405
Vallampadugai Government Hospital,hospital,11.3437625,79.7090469
CFA Hospital,hospital,11.3669222,76.7662126
Priya Hospital,hospital,11.2761,77.584773
Government Hospital,hospital,11.3560512,77.1689477
"Government Hospital, Meensurutty",hospital,11.2379007,79.478418
"Government Hospital, Perambalur",hospital,11.2365797,78.8606605
Kumudha Hospital,hospital,11.3467172,77.7306797
Government Hospital Kadachanallur,hospital,11.36702,77.804315
Palayamkottai Government Hospital,hospital,11.3614558,79.4713083
"Government Hospital, Ithalar",hospital,11.3419316,76.6359393
"KR Hospital, Karamadai",hospital,11.23934,76.962781
Sharmila Hospital,hospital,11.2750491,79.550311
Vasan Eye Care-Coonoor,hospital,11.3482198,76.7956641
Madhu Hospital,hospital,11.2364668,78.8853269
MTR Hospital,hospital,11.2409014,78.8661237
Devi Hospital,hospital,11.34116,77.718307
S R Hospital,hospital,11.3587931,77.7030647
Vijayamangalm Government Hospital,hospital,11.2382827,77.501687
Keerthana Hospital,hospital,11.2365339,77.7772287
Arun Hospital,hospital,11.3447248,77.7138215
Abisek Medical Centre,hospital,11.3415975,77.7191789
Vivekananda Medical Care Hospital,hospital,11.364562,77.9482668
Ponparapi Government Hospital,hospital,11.2691534,79.2346675
Dhanvantri Critical Care Centre,hospital,11.35099,77.730508
"Goverment Hospital, Nallur",hospital,11.2679698,77.946863
"Government Hospital, Annur",hospital,11.2325,77.102249
"Dj Jothipuram, Coimbatore",hospital,11.16107,76.946818
"Government Hospital, Eragudi",hospital,11.18918,78.510035
Villiyanallur Goverment Hospitals,hospital,11.16576,79.632367
Venkatesan Hospital,hospital,11.2352523,78.8754809
"Goverment Hospital, Avinashi",hospital,11.19478,77.26882
"Government Hospital, Sirkazhi",hospital,11.2353489,79.7353952
C.M. Speciality Hospital and Jaya Lizarov Centre,hospital,11.2122571,78.1697107
"Sri Avinashiappar Nursing Home, Avinashi",hospital,11.18697,77.270061
Ganga Hospital,hospital,11.21742,78.170272
"Government Hospital, Elumathur",hospital,11.18533,77.772496
"Government Hospital, Vaitheeswarankovil",hospital,11.1943711,79.7049199
Aishwarya Hospital,hospital,11.2164042,78.1715972
Shanmuga Heart Centre,hospital,11.22124,78.163711
"Manimegalai Hospital, Avinashi",hospital,11.188067,77.2763303
NM Hospital,hospital,11.23271,77.10187
Shanthi Medical Foundation,hospital,11.232428,77.1016701
Nivarithi Hospital,hospital,11.168874,76.9536715
AVR Pranav Hospital,hospital,11.21364,79.364732
Akshitha Hospital- Perumanallur,hospital,11.2050424,77.3584876
"Government General Hospital, Kadugur",hospital,11.1694117,79.1495343
"Government Hospital, Adhanur",hospital,11.18348,78.99746
"Government Hospital, Jayamkondan",hospital,11.209725,79.3663872
Fathima Hospital,hospital,11.2074,79.367169
Divya Hospital,hospital,11.17586,77.600701
"Government Hospital, Udayarpalayam",hospital,11.18799,79.2907296
"Sri Karunambikai Hospital, Avinashi",hospital,11.1950054,77.2681598
Manalmedu Government Hospital,hospital,11.1946466,79.594405
Mangalam Hospital,hospital,11.21149,79.362231
R.G. Hospital,hospital,11.23188,77.100705
Malarpriya Medical Centre - Tiruppur,hospital,11.16584,77.351437
"Government Hospital, Perianaickenpalaym",hospital,11.1520934,76.9465875
"Thangam Hospital,Namakkal",hospital,11.21472,78.171857
Government Hospital Uttukuli,hospital,11.17674,77.454355
Saveetha Medical College Hospital,hospital,13.0246229,80.0173334
"Gopalakrishna Hospital, Gudiyatham",hospital,12.9453972,78.8685493
Pandian Hospital,hospital,12.9654914,79.9452452
Sri Muthukumaran Medical College Hospital & Research Institute,hospital,13.01822,80.108873
Government Hospital Kangkuppam,hospital,12.9893488,78.9656826
"Government Hospital, Vaduganthangal",hospital,12.96365,79.015876
Sunrays Laproscopic Centre,hospital,13.0319129,80.2099892
"Baba Hospital, Sathuvachari",hospital,12.93425,79.158739
Sriramachandra Hospital,hospital,13.0374439,80.1444537
Goverment Hospital Punnai,hospital,12.9805165,79.6047908
Chinna Porur Government Hospital,hospital,13.0369528,80.169935
Arun Hospital,hospital,12.9408644,80.1828683
Motherhood Hospital,hospital,13.0312006,80.2511993
"Government Hospital, Adyar",hospital,12.9979497,80.2562121
Shree Eye & Maternity Hospital,hospital,12.9521921,80.1442251
"Ruhsa, Kavanur",hospital,12.95111,78.971831
Sarada Multispeciality Hospital,hospital,12.93239,79.156815
Gunasekaran Hospitals Pvt.Ltd,hospital,13.0374624,80.2389389
Annaii Medical College & Hospital,hospital,12.97103,79.976397
"Government Hospital, Tambaram",hospital,12.94505,80.13456
"Government Hospital, Banavaram",hospital,13.0153378,79.4863711
Government Hospital K.V.Kuppam,hospital,12.9622,78.987091
Vijayam Hospital & Fertility Centre,hospital,12.95866,80.187198
Kumaran Specialities Hospital,hospital,13.03968,80.21204
Arokiya hospital,hospital,13.0374234,80.190944
Parvathy Hospital,hospital,13.036525,80.1567342
Genesis Womens Hospital,hospital,13.034922,80.2465468
Radhatri Nethralaya,hospital,13.0342203,80.2398192
"Sakthi Amma Hospital, Vellore",hospital,12.936069,79.1643137
Kavery Hospital,hospital,13.038362,80.2572398
Kanamapet Government Hospital,hospital,13.0298989,80.2261208
Thirumalai Mission Hospital,hospital,12.9500696,79.3256224
Pernampattu Government Hospital,hospital,12.9323821,78.7166738
Serkadu Government Hospital,hospital,13.0147452,79.2173929
Swamy Hospital,hospital,12.9433459,78.8696553
Government Hospital Alandur,hospital,13.0048164,80.2025432
Janani Hospital,hospital,13.0313233,80.1909256
"Government Hospital ,Karadikuppam",hospital,13.0001607,79.4339341
T.K.R. Hospital,hospital,12.9342227,80.1807557
Karpaga Vinayaga Medical College Hospital,hospital,12.59309,79.911265
"Government Hospital, Nedumpirai",hospital,12.7058224,79.5584552
"Government Hospital, Thenkanikottai",hospital,12.51961,77.793121
"Government Hospital, Cheyyar",hospital,12.66418,79.540777
Nachikuppam Government Hospital,hospital,12.71801,78.162022
"Vasantha Hospital, Vaniyambadi",hospital,12.6812837,78.6160583
Kr Hospital,hospital,12.60357,80.057493
Lakshmi Hospital,hospital,12.7327982,77.8255221
"Government Hospital, Arani",hospital,12.66952,79.280255
"Ragavendra Hospital, Thirupathur",hospital,12.495644,78.5687373
"Government Hospital, Malayampattu",hospital,12.6534041,79.2468305
Vallipattu Government Hospital,hospital,12.64478,78.650831
Venkatramana Hospital,hospital,12.68966,79.979543
Lakshmi Hospital,hospital,12.50486,78.569872
"Government Hospital, Alangayam",hospital,12.6245859,78.7517774
Child Care Centre,hospital,12.6648976,79.284907
S.B.S Hospital,hospital,12.7338924,77.8259338
Tirupattur Government Hospital,hospital,12.4967103,78.5660198
Padalam Government Hospital,hospital,12.59136,79.950767
Sri Venkat Sai Private Hospital,hospital,12.7327925,77.8185057
Mother & Child Care Hospital,hospital,12.5101065,79.8884224
"Government Hospital, Uthiramerur",hospital,12.61502,79.760806
Polur Government Hospital,hospital,12.50829,79.123958
"Government Hospital, Bargur",hospital,12.5444,78.357225
"Government Hospital, Wandavash",hospital,12.5049972,79.6134707
Thirukalukundram Government hospital,hospital,12.6067021,80.0587443
Vaniyambadi Government Hospital,hospital,12.6768168,78.6156127
"Government Hospital, Kilkodungalur",hospital,12.50467,79.699699
Suriya Hospital,hospital,12.6669477,79.2898249
"Gs Hospital, Thirupathur",hospital,12.49489,78.568696
"Government Hospital, Nimmiyambattu",hospital,12.6351064,78.6991757
Sri Saraswathi Hospital- Ortho Hospital,hospital,12.51332,78.221676
"Government Hospital, Akkur",hospital,12.684816,79.6330139
"Government Hospital, Bellampalli",hospital,12.55351,78.090002
"Government Hospital, Mahabalipuram",hospital,12.61773,80.180966
"Government Hospital, Aanai bogi",hospital,12.55014,79.494569
St.Mary'S Hospital,hospital,12.50271,80.151551
Sri Sathiya Sai Hospital,hospital,12.523345,78.2171131
"K.S. Hospital, Thirupathur",hospital,12.4960893,78.5648282
"Government Hospital, Natrampalli",hospital,12.5834492,78.5117434
Thiruporur Government Hospital,hospital,12.7284223,80.1881466
"Government Hospital, Madhuranthagam",hospital,12.5093491,79.8903597
"Government Hospital, Balathotanapalli",hospital,12.5068756,77.7099988
Pudupettai Government Hospital,hospital,12.52928,78.510084
Shoolagiri Government Hospital,hospital,12.6669051,78.015584
Balaji Hospital,hospital,11.96893,79.206747
"Goverment Hospital, Bairanatham",hospital,11.94553,78.301387
Dharmapuri Medl College Hospital,hospital,12.12341,78.1576161
Bharani Hospital,hospital,11.9399431,79.4890597
Government Hospital Kadathur,hospital,12.08724,78.290259
"Government Hospital, Boothanatham",hospital,11.98837,78.364387
"Government Hospital, Pennagaram",hospital,12.129564,77.9041522
"Government Hospital, Anandal",hospital,12.0749123,79.1763331
Grs Hospital,hospital,11.9824068,78.2481763
Sumathy Hospital,hospital,11.9383961,79.479216
"Government Hospital, Anniyur",hospital,12.073907,79.3912087
K. J. Hospital,hospital,12.1281634,78.1579522
"Government Hospital, Naripalli",hospital,12.0425018,78.6693922
Dnv Ortho Care,hospital,12.12005,78.157093
"Government Hospital, Rishivandiyam",hospital,11.8103289,79.1024189
Government Hospital K.N.Pudur,hospital,11.9509819,78.2339512
"Government Hospital, Keeraipatti",hospital,12.0128824,78.5263664
"Government Hospital, Arasampattu",hospital,11.89532,78.848314
Fathima Hospital,hospital,11.8871133,78.9108477
"Government Hospital, Arcadu",hospital,11.93088,79.324537
Nanjaya Hospital,hospital,12.0550888,78.4821929
Pappireddipatti Government Hospital,hospital,11.9179195,78.3646393
"Government Hospital, Vanur",hospital,12.0226069,79.7279913
"Thoppur,Government Hospital",hospital,11.9398824,78.0551658
"Government Hospital, Thanipadi",hospital,12.1088407,78.8371153
"Government Hospital, Indur",hospital,12.1326826,78.0577248
Mary Hospital,hospital,12.1283666,78.1601592
"Government Hospital, Old Karuvatchi",hospital,12.0737952,79.3490022
Sirumadurai Government Hospital,hospital,11.8985791,79.3572119
"Government Hospital, Eduthavainatham",hospital,11.80695,78.825135
Government Hospital Chinnankuppam,hospital,12.0110294,78.4553224
Mettur Govt Hospital,hospital,11.7960034,77.798885
Sankarapuram Government Hospital,hospital,11.8871317,78.9141914
Manalurpettai Government Hospital,hospital,12.0054361,79.092565
"Government Hospital, Siruvanthadu",hospital,11.8725374,79.5806705
Thirukoilur Government Hospital,hospital,11.96988,79.206253
Government Hospital Kadaimadai,hospital,12.05434,77.936888
Pattammal Hospital,hospital,11.96712,79.204777
"Government Hospital, Karumandurai",hospital,11.8227672,78.6338324
Danish Mission Hospital,hospital,11.9550365,79.1944028
Pranitha Hospital,hospital,12.12133,78.154418
Tribal Hospital,hospital,11.9105443,78.6261336
Government Hospital Uppuvellore,hospital,12.1281789,79.7910713
"Government Hospital, Harur",hospital,12.061178,78.4756913
Government Hospital,hospital,11.45112,77.682149
"Government Hospital, Rasipuram",hospital,11.4612987,78.1851369
"Tholudur, Government Hospital",hospital,11.412136,78.9922603
"Tiruchengode, Goverment Hospital",hospital,11.3903328,77.8920627
Government Hospital Gudalur,hospital,11.4932483,76.4997401
"Edapalli, Government Hospital",hospital,11.3800271,76.8091394
"Sugam Hospital,Rasipuram",hospital,11.4553007,78.1936221
Government General Hospital Parangipettai,hospital,11.4902744,79.7571092
Vmk Hospital,hospital,11.4791501,77.5724052
Sri Balaji Womens Centre,hospital,11.4531821,77.6875979
Lakshmi Hospital,hospital,11.4723746,77.8646891
Vijay Hospital,hospital,11.45091,77.682019
Kumaran Hospital,hospital,11.45995,77.428588
Taj Hospital,hospital,11.4966006,76.495779
T.C.A Hospital Tiruchengode,hospital,11.3791885,77.8965774
Vasanth Hospital,hospital,11.4526864,77.4292173
"Government Hospital, Chakkarapani",hospital,11.4012907,79.1228356
"Government Hospital, Kavandapadi",hospital,11.43134,77.558062
Dharun Hospital,hospital,11.4223638,77.5597735
Shanitha Hospital,hospital,11.3974442,76.6970034
"Tholar, Government Hospital",hospital,11.4142436,79.2014135
"Government Hospital, Bhuvanagiri",hospital,11.4410798,79.6446187
Soorya Multispecialty Hospital,hospital,11.3786429,77.8931912
KKRS Hospital,hospital,11.45417,77.430584
Pandalur Government Hospital,hospital,11.4850787,76.3381876
"Goverment Hospital, Avatty",hospital,11.4763131,79.0757247
PGR Hospital,hospital,11.4512002,77.687185
Naveena Hospital,hospital,11.3969651,77.6617104
"Government Hospital, Ukkaram",hospital,11.4156444,77.2350458
Senthil Hospital,hospital,11.4475854,77.6844482
J.K.K. Trust Hospital,hospital,11.4445841,77.7307962
"SPM Medical Centre,Tiruchengode",hospital,11.3881331,77.8931963
"Government Hospital, Namagiripettai",hospital,11.4569484,78.265263
Dakshin Trauma Centre,hospital,11.454593,77.4461819
Suguna Hospital Tiruchengode,hospital,11.3781757,77.890856
"Government Hospital, Kookkalthorsai",hospital,11.4812769,76.8217376
"Government Hospital, Kothagiri",hospital,11.4212782,76.8612964
Government Hospital Vadugai,hospital,11.4654974,77.9250599
Abi SK Hospital,hospital,11.457163,77.412487
"Government Hospital, Komarapalayam",hospital,11.4435826,77.6946365
"Government Hospital, Krishnapuram",hospital,11.386431,78.7882072
Sathya Hospital,hospital,11.4561856,77.4298694
S K Hospital,hospital,11.4540106,77.430108
Tiruchengode Government Hospital,hospital,11.37645,77.89426
Tiruvannamalai Medical Colleges Hospital,hospital,12.2726421,79.0779952
Annamalai Hospital,hospital,12.4930073,78.5669369
"Goverment Hospital, Nallur",hospital,12.41034,79.616457
R.K. Hospital,hospital,12.30837,78.793024
Tindivanam Government Hospital,hospital,12.2407763,79.6514849
